gene,gene_id,uniprot,protein_class,molec_function,conc_thpa_ugl,conc_inter_bgs_average_ugl,conc_inter_geyer_ppd_ugl,top15bgs_thpa,top15bgs_thpa_log,mars14,sepromix20,,
Protein phosphatase 2 phosphatase activator,ENSG00000119383,Q15257,"Enzymes, Plasma proteins, Predicted intracellular proteins","Isomerase, Rotamase",4.8,,,4.8,0.681241237,0,0,,
"Spectrin beta, non-erythrocytic 2",ENSG00000173898,O15020,"Disease related genes, Plasma proteins, Predicted intracellular proteins","Actin capping, Actin-binding",4.8,,,4.8,0.681241237,0,0,,
Asialoglycoprotein receptor 2,ENSG00000161944,P07307,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,4.7,,,4.7,0.672097858,0,0,,
H2A histone family member Y,ENSG00000113648,O75367,"Plasma proteins, Predicted intracellular proteins","Chromatin regulator, DNA-binding",4.7,,,4.7,0.672097858,0,0,,
SH3 domain binding glutamate rich protein like 2,ENSG00000198478,Q9UJC5,"Plasma proteins, Predicted intracellular proteins",,4.7,,,4.7,0.672097858,0,0,,
Ubiquitin conjugating enzyme E2 N,ENSG00000177889,P61088,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins",Transferase,4.6,,3.7,4.6,0.662757832,0,0,,
Fibrillin 2,ENSG00000138829,P35556,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,4.6,,,4.6,0.662757832,0,0,,
Gamma-glutamyltransferase 1,ENSG00000100031,P19440,"Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins","Acyltransferase, Hydrolase, Protease, Transferase",4.6,,,4.6,0.662757832,0,0,,
ADP ribosylation factor 5,ENSG00000004059,P84085,"Plasma proteins, Predicted intracellular proteins",,4.6,,,4.6,0.662757832,0,0,,
Eukaryotic translation elongation factor 1 gamma,ENSG00000254772,P26641,"Plasma proteins, Predicted intracellular proteins",Elongation factor,4.6,,,4.6,0.662757832,0,0,,
Thymosin beta 10,ENSG00000034510,P63313,"Plasma proteins, Predicted intracellular proteins",Actin-binding,4.5,,150,4.5,0.653212514,0,0,,
Argininosuccinate synthase 1,ENSG00000130707,P00966,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Ligase,4.5,,2,4.5,0.653212514,0,0,,
Fascin actin-bundling protein 1,ENSG00000075618,Q16658,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Actin-binding,4.5,,1.8,4.5,0.653212514,0,0,,
Fibulin 5,ENSG00000140092,Q9UBX5,"Disease related genes, Plasma proteins, Predicted secreted proteins",,4.5,,,4.5,0.653212514,0,0,,
"Phosphofructokinase, platelet",ENSG00000067057,Q01813,"Enzymes, Plasma proteins, Predicted intracellular proteins","Allosteric enzyme, Kinase, Transferase",4.5,,,4.5,0.653212514,0,0,,
Citrate synthase,ENSG00000062485,O75390,"Citric acid cycle related proteins, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Transferase,4.4,,,4.4,0.643452676,0,0,,
Fatty acid binding protein 3,ENSG00000121769,P05413,"Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins",,4.4,,,4.4,0.643452676,0,0,,
Collagen type XII alpha 1 chain,ENSG00000111799,Q99715,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,4.3,,,4.3,0.633468456,0,0,,
Fibroblast growth factor receptor 4,ENSG00000160867,P22455,"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins, Transporters","Kinase, Receptor, Transferase, Tyrosine-protein kinase",4.3,,,4.3,0.633468456,0,0,,
Acetyl-CoA acyltransferase 1,ENSG00000060971,P09110,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Acyltransferase, Transferase",4.3,,,4.3,0.633468456,0,0,,
"YES proto-oncogene 1, Src family tyrosine kinase",ENSG00000176105,P07947,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Kinase, Transferase, Tyrosine-protein kinase",4.3,,,4.3,0.633468456,0,0,,
Cullin associated and neddylation dissociated 1,ENSG00000111530,Q86VP6,"Plasma proteins, Predicted intracellular proteins",,4.2,,,4.2,0.62324929,0,0,,
Anthrax toxin receptor 1,ENSG00000169604,Q9H6X2,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,4.1,,,4.1,0.612783857,0,0,,
Thrombospondin 3,ENSG00000169231,P49746,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,4.1,,,4.1,0.612783857,0,0,,
Leucine aminopeptidase 3,ENSG00000002549,P28838,"Enzymes, Plasma proteins, Predicted intracellular proteins","Aminopeptidase, Hydrolase, Protease",4.1,,,4.1,0.612783857,0,0,,
Ribose 5-phosphate isomerase A,ENSG00000153574,P49247,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Isomerase,4.1,,,4.1,0.612783857,0,0,,
Semaphorin 4D,ENSG00000187764,Q92854,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Developmental protein, Receptor",4.1,,,4.1,0.612783857,0,0,,
Chaperonin containing TCP1 subunit 3,ENSG00000163468,P49368,"Plasma proteins, Predicted intracellular proteins",Chaperone,4,,4.5,4,0.602059991,0,0,,
ATP synthase peripheral stalk subunit OSCP,ENSG00000241837,P48047,"Plasma proteins, Predicted intracellular proteins",,4,,1.7,4,0.602059991,0,0,,
Peroxidasin,ENSG00000130508,Q92626,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins","Oxidoreductase, Peroxidase",4,,,4,0.602059991,0,0,,
Semaphorin 3F,ENSG00000001617,Q13275,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,4,,,4,0.602059991,0,0,,
Aconitase 2,ENSG00000100412,Q99798,"Citric acid cycle related proteins, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Lyase,4,,,4,0.602059991,0,0,,
ADP ribosylation factor 4,ENSG00000168374,P18085,"Plasma proteins, Predicted intracellular proteins",,4,,,4,0.602059991,0,0,,
Chaperonin containing TCP1 subunit 5,ENSG00000150753,P48643,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Chaperone,4,,,4,0.602059991,0,0,,
G protein subunit alpha 13,ENSG00000120063,Q14344,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",Transducer,4,,,4,0.602059991,0,0,,
Adenosylhomocysteinase,ENSG00000101444,P23526,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Hydrolase,3.9,,,3.9,0.591064607,0,0,,
Amyloid beta precursor like protein 1,ENSG00000105290,P51693,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Heparin-binding,3.9,,,3.9,0.591064607,0,0,,
Dihydropyrimidinase like 2,ENSG00000092964,Q16555,"Plasma proteins, Predicted intracellular proteins",Developmental protein,3.9,,,3.9,0.591064607,0,0,,
T-complex 1,ENSG00000120438,P17987,"Plasma proteins, Predicted intracellular proteins",Chaperone,3.9,,,3.9,0.591064607,0,0,,
Malic enzyme 1,ENSG00000065833,P48163,"Enzymes, Plasma proteins, Predicted intracellular proteins",Oxidoreductase,3.8,,6.6,3.8,0.579783597,0,0,,
UDP-glucose glycoprotein glucosyltransferase 1,ENSG00000136731,Q9NYU2,"Plasma proteins, Predicted intracellular proteins","Glycosyltransferase, Transferase",3.8,,1.6,3.8,0.579783597,0,0,,
Microfibril associated protein 5,ENSG00000197614,Q13361,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,3.8,,,3.8,0.579783597,0,0,,
Prohibitin,ENSG00000167085,P35232,"Plasma proteins, Predicted intracellular proteins",,3.8,,,3.8,0.579783597,0,0,,
Guanosine monophosphate reductase,ENSG00000137198,P36959,"Enzymes, Plasma proteins, Predicted intracellular proteins",Oxidoreductase,3.8,,,3.8,0.579783597,0,0,,
Glycerol-3-phosphate dehydrogenase 1,ENSG00000167588,P21695,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Oxidoreductase,3.8,,,3.8,0.579783597,0,0,,
Interleukin enhancer binding factor 2,ENSG00000143621,Q12905,"Plasma proteins, Predicted intracellular proteins","Activator, DNA-binding",3.8,,,3.8,0.579783597,0,0,,
Stress induced phosphoprotein 1,ENSG00000168439,P31948,"Plasma proteins, Predicted intracellular proteins",,3.7,,1.8,3.7,0.568201724,0,0,,
"Acid phosphatase 5, tartrate resistant",ENSG00000102575,P13686,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Hydrolase,3.7,,,3.7,0.568201724,0,0,,
Acid phosphatase 1,ENSG00000143727,P24666,"Enzymes, Plasma proteins, Predicted intracellular proteins","Hydrolase, Protein phosphatase",3.7,,,3.7,0.568201724,0,0,,
Cytidine deaminase,ENSG00000158825,P32320,"Enzymes, Plasma proteins, Predicted intracellular proteins",Hydrolase,3.7,,,3.7,0.568201724,0,0,,
Galectin 7,ENSG00000205076,P47929,"Plasma proteins, Predicted intracellular proteins",,3.7,,,3.7,0.568201724,0,0,,
Galectin 7B,ENSG00000178934,P47929,"Plasma proteins, Predicted intracellular proteins",,3.7,,,3.7,0.568201724,0,0,,
Rho associated coiled-coil containing protein kinase 2,ENSG00000134318,O75116,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Kinase, Serine/threonine-protein kinase, Transferase",3.7,,,3.7,0.568201724,0,0,,
Histidine triad nucleotide binding protein 1,ENSG00000169567,P49773,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Hydrolase,3.6,,48,3.6,0.556302501,0,0,,
Cathepsin F,ENSG00000174080,Q9UBX1,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Hydrolase, Protease, Thiol protease",3.6,,,3.6,0.556302501,0,0,,
Cadherin related family member 2,ENSG00000074276,Q9BYE9,"Plasma proteins, Predicted membrane proteins",,3.6,,,3.6,0.556302501,0,0,,
Glutamate-cysteine ligase catalytic subunit,ENSG00000001084,P48506,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Ligase,3.6,,,3.6,0.556302501,0,0,,
N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,ENSG00000103174,Q9UK23,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Hydrolase,3.6,,,3.6,0.556302501,0,0,,
Obg like ATPase 1,ENSG00000138430,Q9NTK5,"Plasma proteins, Predicted intracellular proteins",Hydrolase,3.6,,,3.6,0.556302501,0,0,,
"RAB5C, member RAS oncogene family",ENSG00000108774,P51148,"Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins",,3.6,,,3.6,0.556302501,0,0,,
Chaperonin containing TCP1 subunit 4,ENSG00000115484,P50991,"Plasma proteins, Predicted intracellular proteins",Chaperone,3.4,,1.2,3.4,0.531478917,0,0,,
Mannosidase alpha class 2B member 1,ENSG00000104774,O00754,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Glycosidase, Hydrolase",3.4,,,3.4,0.531478917,0,0,,
"Serine peptidase inhibitor, Kunitz type 1",ENSG00000166145,O43278,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins","Protease inhibitor, Serine protease inhibitor",3.4,,,3.4,0.531478917,0,0,,
5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ENSG00000138363,P31939,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Hydrolase, Multifunctional enzyme, Transferase",3.4,,,3.4,0.531478917,0,0,,
Cadherin 17,ENSG00000079112,Q12864,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,3.4,,,3.4,0.531478917,0,0,,
Erythrocyte membrane protein band 4.1,ENSG00000159023,P11171,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters","Actin-binding, Calmodulin-binding",3.4,,,3.4,0.531478917,0,0,,
Malic enzyme 2,ENSG00000082212,P23368,"Enzymes, Plasma proteins, Predicted intracellular proteins","Allosteric enzyme, Oxidoreductase",3.4,,,3.4,0.531478917,0,0,,
Nectin cell adhesion molecule 2,ENSG00000130202,Q92692,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Host cell receptor for virus entry, Receptor",3.4,,,3.4,0.531478917,0,0,,
Protein phosphatase 2 scaffold subunit Aalpha,ENSG00000105568,P30153,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,3.4,,,3.4,0.531478917,0,0,,
Protein kinase C beta,ENSG00000166501,P05771,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins","Chromatin regulator, Kinase, Serine/threonine-protein kinase, Transferase",3.4,,,3.4,0.531478917,0,0,,
Lamin B1,ENSG00000113368,P20700,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,3.3,,1.2,3.3,0.51851394,0,0,,
"Phosphoenolpyruvate carboxykinase 2, mitochondrial",ENSG00000100889,Q16822,"Citric acid cycle related proteins, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Decarboxylase, Lyase",3.3,,1.2,3.3,0.51851394,0,0,,
Myeloid derived growth factor,ENSG00000074842,Q969H8,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,3.3,,,3.3,0.51851394,0,0,,
Prolactin,ENSG00000172179,P01236,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Hormone,3.3,,,3.3,0.51851394,0,0,,
Transcobalamin 1,ENSG00000134827,P20061,"Plasma proteins, Predicted secreted proteins",,3.3,,,3.3,0.51851394,0,0,,
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,ENSG00000244038,P39656,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,3.3,,,3.3,0.51851394,0,0,,
Proteasome subunit beta 8,ENSG00000204264,P28062,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Hydrolase, Protease, Threonine protease",3.3,,,3.3,0.51851394,0,0,,
Acetyl-CoA acyltransferase 2,ENSG00000167315,P42765,"Enzymes, Plasma proteins, Predicted intracellular proteins","Acyltransferase, Hydrolase, Transferase",3.2,,26,3.2,0.505149978,0,0,,
Lamin A/C,ENSG00000160789,P02545,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,3.2,,7.5,3.2,0.505149978,0,0,,
"Creatine kinase, mitochondrial 2",ENSG00000131730,P17540,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Kinase, Transferase",3.2,,,3.2,0.505149978,0,0,,
Heat shock protein family A (Hsp70) member 9,ENSG00000113013,P38646,"Disease related genes, Plasma proteins, Predicted intracellular proteins",Chaperone,3.1,122,2.5,3.1,0.491361694,0,0,,
Methylthioadenosine phosphorylase,ENSG00000099810,Q13126,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Glycosyltransferase, Transferase",3.1,,,3.1,0.491361694,0,0,,
Polypyrimidine tract binding protein 1,ENSG00000011304,P26599,"Plasma proteins, Predicted intracellular proteins","Activator, Repressor, RNA-binding",3.1,,,3.1,0.491361694,0,0,,
"Tumor protein, translationally-controlled 1",ENSG00000133112,P13693,"Plasma proteins, Predicted intracellular proteins",,3,,2.6,3,0.477121255,0,0,,
"Glucosidase alpha, acid",ENSG00000171298,P10253,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Glycosidase, Hydrolase",3,,,3,0.477121255,0,0,,
Hydroxyacylglutathione hydrolase,ENSG00000063854,Q16775,"Enzymes, Plasma proteins, Predicted intracellular proteins",Hydrolase,3,,,3,0.477121255,0,0,,
Myosin light chain kinase,ENSG00000065534,Q15746,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins","Actin-binding, Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase",3,,,3,0.477121255,0,0,,
Nuclear transport factor 2,ENSG00000102898,P61970,"Plasma proteins, Predicted intracellular proteins",,3,,,3,0.477121255,0,0,,
Elastin,ENSG00000049540,P15502,"Disease related genes, Plasma proteins, Predicted secreted proteins",,2.9,,,2.9,0.462397998,0,0,,
Nephroblastoma overexpressed,ENSG00000136999,P48745,"Plasma proteins, Predicted secreted proteins, Transporters",Growth factor,2.9,,,2.9,0.462397998,0,0,,
Pyruvate kinase L/R,ENSG00000143627,P30613,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Allosteric enzyme, Kinase, Transferase",2.9,,,2.9,0.462397998,0,0,,
Fumarate hydratase,ENSG00000091483,P07954,"Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Lyase,2.8,,4.9,2.8,0.447158031,0,0,,
Proteasome subunit beta 6,ENSG00000142507,P28072,"Enzymes, Plasma proteins, Predicted intracellular proteins","Hydrolase, Protease, Threonine protease",2.8,,3.5,2.8,0.447158031,0,0,,
CD300a molecule,ENSG00000167851,Q9UGN4,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,2.8,,,2.8,0.447158031,0,0,,
VGF nerve growth factor inducible,ENSG00000128564,O15240,"Plasma proteins, Predicted secreted proteins","Antibiotic, Antimicrobial, Growth factor",2.8,,,2.8,0.447158031,0,0,,
