uniprot,proteinName,mars14,QuantMethod,abundance,Rank,ppm
Q15257,Serine/threonine-protein phosphatase 2A activator,0,nativeReconstituted,617363,740,1.42409081792248
O75326,Semaphorin-7A,0,nativeReconstituted,617253.8125,741,1.42383895165226
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,0,nativeReconstituted,616715.8125,742,1.42259792998422
Q06278,Aldehyde oxidase,0,nativeReconstituted,614901.1875,743,1.4184120769278
P16284,Platelet endothelial cell adhesion molecule,0,nativeReconstituted,609724,744,1.40646969427543
Q6XQN6,Nicotinate phosphoribosyltransferase,0,nativeReconstituted,605595.8125,745,1.39694707320256
Q14574,Desmocollin-3,0,nativeReconstituted,604961.9375,746,1.3954848936304
P49913,Cathelicidin antimicrobial peptide,0,nativeReconstituted,600536.5625,747,1.38527674072301
Q99439,Calponin-2,0,nativeReconstituted,599725,748,1.38340468375746
Q9H9E3,Conserved oligomeric Golgi complex subunit 4,0,nativeReconstituted,599160.625,749,1.38210282204018
Q9UBQ6,Exostosin-like 2,0,nativeReconstituted,598313.8125,750,1.38014945278133
Q13231,Chitotriosidase-1,0,nativeReconstituted,597295.5625,751,1.37780062320238
Q9HCU0,Endosialin,0,nativeReconstituted,594880.125,752,1.37222885689145
A0A0C4DH38,Immunoglobulin heavy variable 5-51,0,nativeReconstituted,592386.8125,753,1.36647745384744
P01714,Immunoglobulin lambda variable 3-19,0,nativeReconstituted,591256.375,754,1.36386983780309
Q08174,Protocadherin-1,0,nativeReconstituted,590167.21875,755,1.36135744652777
Q04917,14-3-3 protein eta,0,nativeReconstituted,586149.6875,756,1.35209007973733
P21980,Protein-glutamine gamma-glutamyltransferase 2,0,nativeReconstituted,583059.1875,757,1.34496112534132
Q8TDY8,Immunoglobulin superfamily DCC subclass member 4,0,nativeReconstituted,580066.9375,758,1.33805880733727
A0A0C4DH29,Immunoglobulin heavy variable 1-3,0,nativeReconstituted,576345.375,759,1.32947416105207
Q14767,Latent-transforming growth factor beta-binding protein 2,0,nativeReconstituted,575650.6875,760,1.32787170335688
P40121,Macrophage-capping protein,0,nativeReconstituted,573878.875,761,1.32378460725243
P31939,Bifunctional purine biosynthesis protein ATIC,0,nativeReconstituted,573837.5625,762,1.32368931039804
Q9UMF0,Intercellular adhesion molecule 5,0,nativeReconstituted,573426.40625,763,1.32274088323225
P52758,2-iminobutanoate/2-iminopropanoate deaminase,0,nativeReconstituted,570077.4375,764,1.31501571077069
P08123,Collagen alpha-2(I) chain,0,nativeReconstituted,569744.875,765,1.3142485783014
O75131,Copine-3,0,nativeReconstituted,568643,766,1.31170684828195
P05121,Plasminogen activator inhibitor 1,0,nativeReconstituted,567333.1875,767,1.30868546223444
P15814,Immunoglobulin lambda-like polypeptide 1,0,nativeReconstituted,566223,768,1.30612455750753
Q15223,Nectin-1,0,nativeReconstituted,564345.9375,769,1.30179467788903
P18850,Cyclic AMP-dependent transcription factor ATF-6 alpha,0,nativeReconstituted,562035.8125,770,1.29646583926288
P08887,Interleukin-6 receptor subunit alpha,0,nativeReconstituted,561796.9375,771,1.29591481872208
P03973,Antileukoproteinase,0,nativeReconstituted,561463.5,772,1.29514566786253
Q8IX30,"Signal peptide, CUB and EGF-like domain-containing protein 3",0,nativeReconstituted,559441.4375,773,1.29048131214391
P13667,Protein disulfide-isomerase A4,0,nativeReconstituted,559049.4375,774,1.28957707330772
Q9BXJ4,Complement C1q tumor necrosis factor-related protein 3,0,nativeReconstituted,558165.875,775,1.28753893165798
P31948,Stress-induced-phosphoprotein 1,0,nativeReconstituted,557644.8125,776,1.28633698025854
Q14393,Growth arrest-specific protein 6,0,nativeReconstituted,554891.15625,777,1.279985034027
Q6UWP8,Suprabasin,0,nativeReconstituted,554797.8125,778,1.27976971503755
O43493,Trans-Golgi network integral membrane protein 2,0,nativeReconstituted,554706.4375,779,1.27955893742618
Q8IYS5,Osteoclast-associated immunoglobulin-like receptor,0,nativeReconstituted,551708.9375,780,1.27264450908058
Q9UQP3,Tenascin-N,0,nativeReconstituted,549589.4375,781,1.26775539118951
P50995,Annexin A11,0,nativeReconstituted,548483,782,1.26520313670656
Q9Y6C2,EMILIN-1,0,nativeReconstituted,547490.4375,783,1.2629135612988
P15924,Desmoplakin,0,nativeReconstituted,546346.25,784,1.26027422769324
P68036,Ubiquitin-conjugating enzyme E2 L3,0,nativeReconstituted,545313.8125,785,1.25789267135794
P06865,Beta-hexosaminidase subunit alpha,0,nativeReconstituted,544702.8125,786,1.25648325827398
P48506,Glutamate--cysteine ligase catalytic subunit,0,nativeReconstituted,544622.25,787,1.25629742219939
P16219,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",0,nativeReconstituted,543765.1875,788,1.25432040894036
P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,0,nativeReconstituted,542691.1875,789,1.25184297906774
Q9Y6N7,Roundabout homolog 1,0,nativeReconstituted,542053.1875,790,1.25037128422721
O00584,Ribonuclease T2,0,nativeReconstituted,539289.75,791,1.24399677527599
P09110,"3-ketoacyl-CoA thiolase, peroxisomal",0,nativeReconstituted,538703.9375,792,1.24264546299735
P15086,Carboxypeptidase B,0,nativeReconstituted,532789.9375,793,1.22900345157588
P02452,Collagen alpha-1(I) chain,0,nativeReconstituted,532396.9375,794,1.22809690600797
Q15485,Ficolin-2,0,nativeReconstituted,531183.1875,795,1.22529711037679
P30530,Tyrosine-protein kinase receptor UFO,0,nativeReconstituted,526867,796,1.21534082373962
Q6UXC1,Apical endosomal glycoprotein,0,nativeReconstituted,525794.875,797,1.21286771898899
P02461,Collagen alpha-1(III) chain,0,nativeReconstituted,524602.75,798,1.21011780643136
Q9BUD6,Spondin-2,0,nativeReconstituted,524002.9375,799,1.20873419990857
P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",0,nativeReconstituted,522449.1875,800,1.2051501154909
P19652,Alpha-1-acid glycoprotein 2,0,nativeReconstituted,520043.6875,801,1.19960127232649
Q86SF2,N-acetylgalactosaminyltransferase 7,0,nativeReconstituted,517795.46875,802,1.19441523481119
P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial",0,nativeReconstituted,517753.625,803,1.19431871250557
P16109,P-selectin,0,nativeReconstituted,517533.1875,804,1.19381022233095
Q06323,Proteasome activator complex subunit 1,0,nativeReconstituted,515606.59375,805,1.1893660874067
Q99536,Synaptic vesicle membrane protein VAT-1 homolog,0,nativeReconstituted,513824.3125,806,1.1852548427045
Q08554,Desmocollin-1,0,nativeReconstituted,513690.75,807,1.18494674984849
Q8WUJ3,Cell migration-inducing and hyaluronan-binding protein,0,nativeReconstituted,507790.8125,808,1.1713371768419
Q01469,Fatty acid-binding protein 5,0,nativeReconstituted,504262.4375,809,1.16319816229181
P54764,Ephrin type-A receptor 4,0,nativeReconstituted,504062.84375,810,1.16273775305658
P07451,Carbonic anhydrase 3,0,nativeReconstituted,502850.375,811,1.15994091292542
Q9UQ80,Proliferation-associated protein 2G4,0,nativeReconstituted,501637.46875,812,1.15714306359913
Q15080,Neutrophil cytosol factor 4,0,nativeReconstituted,500654.34375,813,1.15487525797202
P00441,Superoxide dismutase [Cu-Zn],0,nativeReconstituted,500157.375,814,1.15372888439007
P25788,Proteasome subunit alpha type-3,0,nativeReconstituted,498484.46875,815,1.1498699384703
Q96G03,Phosphoglucomutase-2,0,nativeReconstituted,496058.34375,816,1.14427351896406
Q96H15,T-cell immunoglobulin and mucin domain-containing protein 4,0,nativeReconstituted,493757.9375,817,1.13896709888686
Q92496,Complement factor H-related protein 4,0,nativeReconstituted,493200.21875,818,1.13768059135263
Q14315,Filamin-C,0,nativeReconstituted,487956.75,819,1.12558531563812
P06730,Eukaryotic translation initiation factor 4E,0,nativeReconstituted,486979.34375,820,1.12333070163306
Q96N76,Urocanate hydratase,0,nativeReconstituted,486720.4375,821,1.12273347437239
Q6IBS0,Twinfilin-2,0,nativeReconstituted,485621.59375,822,1.12019873663348
P16581,E-selectin,0,nativeReconstituted,485301.78125,823,1.11946101499369
P01709,Immunoglobulin lambda variable 2-8,0,nativeReconstituted,485000.03125,824,1.11876495869568
Q15084,Protein disulfide-isomerase A6,0,nativeReconstituted,484645.4375,825,1.11794700604308
Q15907,Ras-related protein Rab-11B,0,nativeReconstituted,481730.15625,826,1.11122223429649
A0A075B6H9,Immunoglobulin lambda variable 4-69,0,nativeReconstituted,480778.1875,827,1.10902629777969
Q9UJM8,2-Hydroxyacid oxidase 1,0,nativeReconstituted,480658.125,828,1.10874934580196
P22303,Acetylcholinesterase,0,nativeReconstituted,480409.4375,829,1.10817569045611
Q7KZF4,Staphylococcal nuclease domain-containing protein 1,0,nativeReconstituted,478371.4375,830,1.10347457120062
P08514,Integrin alpha-IIb,0,nativeReconstituted,475176.375,831,1.09610441916861
P20073,Annexin A7,0,nativeReconstituted,473472.5,832,1.09217403665072
P0DOX4,Immunoglobulin epsilon heavy chain,0,nativeReconstituted,472923.59375,833,1.09090785718981
P09651,Heterogeneous nuclear ribonucleoprotein A1,0,nativeReconstituted,469531.3125,834,1.08308277441042
P21695,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",0,nativeReconstituted,468101.75,835,1.07978515723884
O94919,Endonuclease domain-containing 1 protein,0,nativeReconstituted,467984.828125,836,1.07951544984044
P05106,Integrin beta-3,0,nativeReconstituted,465999.90625,837,1.07493676757979
P47756,F-actin-capping protein subunit beta,0,nativeReconstituted,463848.84375,838,1.06997484346865
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",0,nativeReconstituted,463520.5,839,1.06921744252383
P14317,Hematopoietic lineage cell-specific protein,0,nativeReconstituted,462783,840,1.06751622787666
Q9UKU6,Thyrotropin-releasing hormone-degrading ectoenzyme,0,nativeReconstituted,461952.4375,841,1.06560034300834
P54819,"Adenylate kinase 2, mitochondrial",0,nativeReconstituted,461119.09375,842,1.06367804254241
P46778,60S ribosomal protein L21,0,nativeReconstituted,459290.609375,843,1.05946021962599
P20061,Transcobalamin-1,0,nativeReconstituted,456776.5625,844,1.05366098794136
A0A0B4J1V2,Immunoglobulin heavy variable 2-26,0,nativeReconstituted,456611.71875,845,1.05328073763357
Q15555,Microtubule-associated protein RP/EB family member 2,0,nativeReconstituted,456024.53125,846,1.05192625359882
P53634,Dipeptidyl peptidase 1,0,nativeReconstituted,455263.9375,847,1.05017176786588
P50895,Basal cell adhesion molecule,0,nativeReconstituted,453285.09375,848,1.045607106209
Q9HCN6,Platelet glycoprotein VI,0,nativeReconstituted,453237.03125,849,1.04549623891547
P52907,F-actin-capping protein subunit alpha-1,0,nativeReconstituted,450780.15625,850,1.03982888740868
O60664,Perilipin-3,0,nativeReconstituted,450246.90625,851,1.03859882271634
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial",0,nativeReconstituted,449786.78125,852,1.03753743778139
Q14161,ARF GTPase-activating protein GIT2,0,nativeReconstituted,449142.90625,853,1.03605219089197
P15311,Ezrin,0,nativeReconstituted,446464.53125,854,1.02987389830811
Q96KG7,Multiple epidermal growth factor-like domains protein 10,0,nativeReconstituted,444746.40625,855,1.02591064486314
P62993,Growth factor receptor-bound protein 2,0,nativeReconstituted,443979.359375,856,1.02414127350204
P23083,Immunoglobulin heavy variable 1-2,0,nativeReconstituted,442698.34375,857,1.02118631411967
Q14247,Src substrate cortactin,0,nativeReconstituted,442618.6875,858,1.02100256852071
O94973,AP-2 complex subunit alpha-2,0,nativeReconstituted,435545.28125,859,1.00468611792023
Q9NUQ9,CYFIP-related Rac1 interactor B,0,nativeReconstituted,435045.59375,860,1.00353347291141
O00142,"Thymidine kinase 2, mitochondrial",0,nativeReconstituted,431940.75,861,0.996371431332213
Q5VY43,Platelet endothelial aggregation receptor 1,0,nativeReconstituted,431087.0625,862,0.994402203292752
Q53RD9,Fibulin-7,0,nativeReconstituted,430021.65625,863,0.991944596895896
Q6V0I7,Protocadherin Fat 4,0,nativeReconstituted,428597.25,864,0.988658873809776
P17900,Ganglioside GM2 activator,0,nativeReconstituted,425331.09375,865,0.981124727569193
Q8WZA1,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",0,nativeReconstituted,422381.40625,866,0.974320589834197
P50990,T-complex protein 1 subunit theta,0,nativeReconstituted,422311.390625,867,0.974159082570765
P11217,"Glycogen phosphorylase, muscle form",0,nativeReconstituted,421306.71875,868,0.971841574083518
P19440,Glutathione hydrolase 1 proenzyme,0,nativeReconstituted,421221.46875,869,0.971644925203964
O60279,Sushi domain-containing protein 5,0,nativeReconstituted,420791.71875,870,0.970653607245159
Q13308,Inactive tyrosine-protein kinase 7,0,nativeReconstituted,420374.8125,871,0.969691916371946
Q9UI15,Transgelin-3,0,nativeReconstituted,420079.765625,872,0.96901132238503
P01706,Immunoglobulin lambda variable 2-11,0,nativeReconstituted,419790.09375,873,0.968343127081136
A0A0C4DH43,Immunoglobulin heavy variable 2-70D,0,nativeReconstituted,418962.25,874,0.966433513639693
Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase,0,nativeReconstituted,417228.40625,875,0.962434001255428
Q9Y696,Chloride intracellular channel protein 4,0,nativeReconstituted,416993.875,876,0.961893000580556
A0A0C4DH67,Immunoglobulin kappa variable 1-8,0,nativeReconstituted,415950.8125,877,0.95948693522068
Q99941,Cyclic AMP-dependent transcription factor ATF-6 beta,0,nativeReconstituted,415161.15625,878,0.957665410096984
P13987,CD59 glycoprotein,0,nativeReconstituted,414998.390625,879,0.957289953466062
P52895,Aldo-keto reductase family 1 member C2,0,nativeReconstituted,413065.359375,880,0.952830968956329
P47895,Aldehyde dehydrogenase family 1 member A3,0,nativeReconstituted,411991.265625,881,0.950353322827612
P13647,"Keratin, type II cytoskeletal 5",0,nativeReconstituted,410998.21875,882,0.948062630096668
Q9H6X2,Anthrax toxin receptor 1,0,nativeReconstituted,409403.75,883,0.94438461844657
P48357,Leptin receptor,0,nativeReconstituted,408248.9375,884,0.941720775816428
P13693,Translationally-controlled tumor protein,0,nativeReconstituted,407539.8125,885,0.940085014681959
Q8WVN6,Secreted and transmembrane protein 1,0,nativeReconstituted,407406.125,886,0.939776633484477
P28072,Proteasome subunit beta type-6,0,nativeReconstituted,406285.4375,887,0.93719150807445
P55786,Puromycin-sensitive aminopeptidase,0,nativeReconstituted,406224.4375,888,0.937050797439227
Q99983,Osteomodulin,0,nativeReconstituted,405428.5625,889,0.935214927327617
Q9Y251,Heparanase,0,nativeReconstituted,403570.40625,890,0.930928659355791
P09467,"Fructose-1,6-bisphosphatase 1",0,nativeReconstituted,403237.28125,891,0.930160229349911
Q7Z4W1,L-xylulose reductase,0,nativeReconstituted,400332.625,892,0.923459966627904
A0A075B6J1,Immunoglobulin lambda variable 5-37,0,nativeReconstituted,397526.6875,893,0.916987421578372
P49257,Protein ERGIC-53,0,nativeReconstituted,396948.71875,894,0.915654202726706
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",0,nativeReconstituted,395939.125,895,0.91332534079425
Q96P63,Serpin B12,0,nativeReconstituted,394405.528076172,896,0.909787744116739
Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic",0,nativeReconstituted,394270,897,0.90947511720381
P27105,Stomatin,0,nativeReconstituted,394120.0625,898,0.909129251615797
P10321,"HLA class I histocompatibility antigen, C alpha chain",0,nativeReconstituted,392599.5,899,0.905621721857248
P08575,Receptor-type tyrosine-protein phosphatase C,0,nativeReconstituted,392424.25,900,0.905217467122447
P54577,"Tyrosine--tRNA ligase, cytoplasmic",0,nativeReconstituted,391535.1875,901,0.903166638448216
P11216,"Glycogen phosphorylase, brain form",0,nativeReconstituted,390967.9375,902,0.901858144877227
P50225,Sulfotransferase 1A1,0,nativeReconstituted,390588.875,903,0.90098374938273
P09525,Annexin A4,0,nativeReconstituted,390126.28125,904,0.899916669703833
P19256,Lymphocyte function-associated antigen 3,0,nativeReconstituted,389541.875,905,0.898568601266687
Q9H4B7,Tubulin beta-1 chain,0,nativeReconstituted,389423.71875,906,0.898296046496309
Q96BZ4,5'-3' exonuclease PLD4,0,nativeReconstituted,387989.1875,907,0.894986967751473
Q02413,Desmoglein-1,0,nativeReconstituted,387236.65625,908,0.893251080043067
Q8WWV6,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,0,nativeReconstituted,386501.640625,909,0.891555596182531
Q13790,Apolipoprotein F,0,nativeReconstituted,386359.9375,910,0.891228725088566
P14384,Carboxypeptidase M,0,nativeReconstituted,386156.90625,911,0.890760386463031
Q9UK23,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,0,nativeReconstituted,385514.5,912,0.889278527585837
P48449,Lanosterol synthase,0,nativeReconstituted,384818.65625,913,0.88767340273209
O43852,Calumenin,0,nativeReconstituted,384155.90625,914,0.886144616281367
Q93070,Ecto-ADP-ribosyltransferase 4,0,nativeReconstituted,383776.28125,915,0.885268923250275
Q9NQ38,Serine protease inhibitor Kazal-type 5,0,nativeReconstituted,383511.34375,916,0.884657783513891
Q05682,Caldesmon,0,nativeReconstituted,383180.625,917,0.883894904081224
Q13232,Nucleoside diphosphate kinase 3,0,nativeReconstituted,383144.625,918,0.883811861739125
Q9UP52,Transferrin receptor protein 2,0,nativeReconstituted,383087.75,919,0.883680666372267
P56199,Integrin alpha-1,0,nativeReconstituted,382463.1875,920,0.882239968239291
Q9HC84,Mucin-5B,0,nativeReconstituted,381653.6875,921,0.880372668907928
P0DJI8,Serum amyloid A-1 protein,0,nativeReconstituted,380363.46875,922,0.877396480385152
P37840,Alpha-synuclein,0,nativeReconstituted,379481.59375,923,0.875362231345194
P22304,Iduronate 2-sulfatase,0,nativeReconstituted,379268.625,924,0.874870969573142
P01717,Immunoglobulin lambda variable 3-25,0,nativeReconstituted,379134.375,925,0.874561290839065
P14174,Macrophage migration inhibitory factor,0,nativeReconstituted,376655.21875,926,0.868842542466033
P47755,F-actin-capping protein subunit alpha-2,0,nativeReconstituted,373214.59375,927,0.860905943624809
Q08257,Quinone oxidoreductase,0,nativeReconstituted,371031.09375,928,0.855869194903338
Q15375,Ephrin type-A receptor 7,0,nativeReconstituted,370422,929,0.854464179026732
P04792,Heat shock protein beta-1,0,nativeReconstituted,369060.21875,930,0.851322915014888
P61978,Heterogeneous nuclear ribonucleoprotein K,0,nativeReconstituted,369052.78125,931,0.851305758697684
Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",0,nativeReconstituted,368126.59375,932,0.849169292608163
